,v,T,kv_C,kv_Mn,kv_Al
0,0.0001,1783.0857869510987,0.271697107052393,0.7065391281162512,0.9295093987468337
1,0.0051,1783.0639784698988,0.2765196662693683,0.7084823202224871,0.9299761620977355
2,0.010100000000000001,1783.0403656471135,0.28127877910801213,0.7103999473753453,0.9304367846336007
3,0.015100000000000002,1783.0150480722584,0.2859756894523592,0.7122925107829042,0.9308913867468305
4,0.020100000000000003,1782.9881194396407,0.2906116088819634,0.7141604986365409,0.9313400857031555
5,0.025100000000000004,1782.9596679680421,0.2951877177138434,0.7160043865307701,0.9317829957424847
6,0.030100000000000005,1782.929776784063,0.2997051660043584,0.7178246378669402,0.9322202281758749
7,0.035100000000000006,1782.8985242729016,0.30416507451280095,0.719621704241498,0.9326518914787925
8,0.040100000000000004,1782.8659843998773,0.3085685356284014,0.7213960258195165,0.9330780913808377
9,0.0451,1782.8322270056278,0.3129166142623569,0.7231480316941266,0.9334989309520815
10,0.0501,1782.7973180775493,0.31721034870641174,0.724878140232471,0.9339145106861643
11,0.055099999999999996,1782.7613199997631,0.32145075145944607,0.7265867594087692,0.9343249285803006
12,0.060099999999999994,1782.7242917836359,0.3256388100234539,0.7282742871250463,0.9347302802123194
13,0.06509999999999999,1782.6862892806523,0.3297754876702245,0.7299411115200589,0.9351306588148693
14,0.0701,1782.6473653792457,0.33386172417997806,0.7315876112669187,0.9355261553469089
15,0.0751,1782.6075701870225,0.33789843655314505,0.7332141558598957,0.9359168585625984
16,0.0801,1782.5669511996675,0.34188651969642214,0.7348211058908566,0.9363028550777015
17,0.08510000000000001,1782.5255534576763,0.34582684708418154,0.7364088133157707,0.9366842294336007
18,0.09010000000000001,1782.4834196919583,0.3497202713962624,0.7379776217117009,0.9370610641590287
19,0.09510000000000002,1782.4405904592406,0.35356762513312034,0.7395278665246716,0.9374334398296059
20,0.10010000000000002,1782.3971042681142,0.3573697212092695,0.7410598753087873,0.9378014351252794
21,0.10510000000000003,1782.3529976964842,0.3611273535259034,0.7425739679569641,0.9381651268857444
22,0.11010000000000003,1782.3083055011157,0.36484129752354383,0.7440704569236135,0.9385245901639344
23,0.11510000000000004,1782.2630607198953,0.36851231071552426,0.7455496474396025,0.9388798982776557
24,0.12010000000000004,1782.21729476738,0.3721411332030801,0.7470118377198023,0.9392311228594414
25,0.12510000000000004,1782.1710375241496,0.3757284881727803,0.7484573191635242,0.9395783339046966
26,0.13010000000000005,1782.1243174204271,0.37927508237700264,0.7498863765481196,0.9399215998182024
27,0.13510000000000005,1782.0771615144045,0.38278160659812455,0.7512992882160208,0.9402609874590442
28,0.14010000000000006,1782.0295955656584,0.3862487360970678,0.7526963262554769,0.9405965621840242
29,0.14510000000000006,1781.9816441040177,0.38967713104681045,0.7540777566752319,0.9409283878896213
30,0.15010000000000007,1781.9333304942086,0.39306743695144986,0.7554438395733807,0.9412565270525497
31,0.15510000000000007,1781.8846769965808,0.3964202850513756,0.7567948293006298,0.9415810407689758
32,0.16010000000000008,1781.8357048241865,0.3997362927150863,0.7581309746181739,0.9419019887924404
33,0.16510000000000008,1781.78643419647,0.403016063818162,0.7594525188503988,0.9422194295705387
34,0.17010000000000008,1781.736884389799,0.40626018910987943,0.7607597000326052,0.9425334202804043
35,0.1751000000000001,1781.6870737850502,0.40946924656793865,0.7620527510539402,0.9428440168630419
36,0.1801000000000001,1781.637019912453,0.41264380174174825,0.7633318997957208,0.9431512740565531
37,0.1851000000000001,1781.586739493869,0.4157844080846969,0.7645973692653193,0.9434552454282964
38,0.1901000000000001,1781.536248482675,0.4188916072758218,0.765849377725774,0.9437559834060206
39,0.1951000000000001,1781.4855621014121,0.4219659295312666,0.7670881388212887,0.9440535393080097
40,0.2001000000000001,1781.4346948773389,0.42500789390590477,0.7683138616987686,0.9443479633722766
41,0.20510000000000012,1781.3836606760224,0.4280180085854885,0.7695267511255367,0.9446393047848393
42,0.21010000000000012,1781.332472733098,0.4309967711696699,0.7707270076033746,0.9449276117071138
43,0.21510000000000012,1781.281143684303,0.4339446689462233,0.7719148274790177,0.9452129313024558
44,0.22010000000000013,1781.2296855938982,0.43686217915678804,0.773090403051232,0.9454953097618802
45,0.22510000000000013,1781.178109981573,0.43974976925443554,0.7742539226745975,0.9457747923289919
46,0.23010000000000014,1781.1264278479289,0.4426078971533518,0.7754055708601163,0.9460514233241506
47,0.23510000000000014,1781.0746496986233,0.44543701147091674,0.7765455283727541,0.9463252461679017
48,0.24010000000000015,1781.0227855672567,0.44823755176244834,0.7776739723260276,0.9465963034036966
49,0.24510000000000015,1780.9708450370797,0.45100994874886957,0.7787910762737413,0.9468646367199276
50,0.25010000000000016,1780.9188372615804,0.45375462453754634,0.7798970102989702,0.9471302869713029
51,0.25510000000000016,1780.8667709840292,0.4564719928365338,0.7809919411003879,0.9473932941995822
52,0.26010000000000016,1780.8146545560332,0.4591624591624593,0.782076032076032,0.9476536976536977
53,0.26510000000000017,1780.7624959551579,0.46182642104226196,0.7831494434045908,0.9479115358092799
54,0.2701000000000002,1780.710302801671,0.4644642682089992,0.7842123321243015,0.9481668463876091
55,0.2751000000000002,1780.6580823744598,0.4670763827919229,0.7852648522095405,0.9484196663740123
56,0.2801000000000002,1780.6058416261606,0.46966313950101946,0.7863071546451802,0.9486700320357246
57,0.2851000000000002,1780.5535871975533,0.4722249058062024,0.7873393874987924,0.9489179789392329
58,0.2901000000000002,1780.5013254312566,0.4747620421113356,0.7883616959907701,0.9491635419671185
59,0.2951000000000002,1780.4490623847603,0.47727490192326105,0.7893742225624344,0.9494067553344178
60,0.3001000000000002,1780.396803842835,0.4797638320159986,0.790377106942196,0.9496476526045139
61,0.3051000000000002,1780.3445553293514,0.4822291725902759,0.7913704862098379,0.9498862667045778
62,0.3101000000000002,1780.2923221185379,0.4846712574285446,0.7923544948589757,0.9501226299405716
63,0.3151000000000002,1780.2401092457103,0.48709041404562964,0.7933292648577598,0.9503567740118298
64,0.3201000000000002,1780.1879215174997,0.4894869638351557,0.7942949257078777,0.9505887300252313
65,0.3251000000000002,1780.1357635216036,0.4918612222118874,0.7952516045019069,0.9508185285089759
66,0.3301000000000002,1780.083639636086,0.49421349875011583,0.796199425979076,0.9510461994259791
67,0.33510000000000023,1780.0315540382524,0.4965440973182197,0.7971385125794858,0.9512717721868952
68,0.34010000000000024,1779.9795107131165,0.49885331620952217,0.7980689844968353,0.9514952756627832
69,0.34510000000000024,1779.9275134614822,0.5011414482695645,0.798990959729705,0.9517167381974249
70,0.35010000000000024,1779.875565907663,0.5034087810199074,0.7999045541314426,0.9519361876193073
71,0.35510000000000025,1779.823671506849,0.5056555967785722,0.8008098814586917,0.9521536512532802
72,0.36010000000000025,1779.771833552149,0.5078821727772274,0.8017070534186109,0.9523691559318981
73,0.36510000000000026,1779.7200551813175,0.5100887812752221,0.8025961797148238,0.9525827280064568
74,0.37010000000000026,1779.668339383183,0.5122756896705652,0.8034773680921348,0.952794393357736
75,0.37510000000000027,1779.6166890037928,0.514443160607946,0.8043507243800551,0.9530041774064528
76,0.38010000000000027,1779.5651067522908,0.5165914520838866,0.8052163525351739,0.9532121051234405
77,0.3851000000000003,1779.513595206536,0.5187208175491147,0.806074354682407,0.953418201039556
78,0.3901000000000003,1779.4621568184773,0.5208315060082449,0.8069248311551618,0.9536224892553284
79,0.3951000000000003,1779.410793919299,0.5229237621168459,0.8077678805344511,0.9538249934503537
80,0.4001000000000003,1779.3595087243402,0.5249978262759761,0.8086035996869838,0.9540257368924442
81,0.4051000000000003,1779.308303337807,0.5270539347242663,0.8094320838022682,0.9542247424465414
82,0.4101000000000003,1779.2571797572828,0.5290923196276185,0.8102534264287561,0.954422032583398
83,0.4151000000000003,1779.2061398780456,0.5311132091665953,0.8110677195090551,0.9546176293880354
84,0.4201000000000003,1779.1551854972056,0.5331168276215709,0.811875053414238,0.9548115545679856
85,0.4251000000000003,1779.104318317666,0.5351033954557061,0.8126755169772785,0.9550038294613225
86,0.4301000000000003,1779.0535399519192,0.5370731293958141,0.8134691975256335,0.9551944750444877
87,0.4351000000000003,1779.0028519256846,0.5390262425111806,0.8142561809130031,0.9553835119399207
88,0.4401000000000003,1778.952255681394,0.5409629442903959,0.8150365515502899,0.9555709604234939
89,0.44510000000000033,1778.9017525815343,0.5428834407162582,0.8158103924357796,0.955756840431763
90,0.45010000000000033,1778.8513439118499,0.5447879343388051,0.8165777851845679,0.9559411715690359
91,0.45510000000000034,1778.801030884417,0.5466766243465274,0.8173388100572566,0.9561239731142643
92,0.46010000000000034,1778.7508146405885,0.5485497066358154,0.818093545987935,0.9563052640277663
93,0.46510000000000035,1778.7006962538208,0.5504073738786932,0.8188420706114723,0.9564850629577812
94,0.47010000000000035,1778.6506767323863,0.5522498155888863,0.8195844602901401,0.956663388246865
95,0.47510000000000036,1778.6007570219733,0.5540772181862706,0.8203207901395806,0.9568402579381275
96,0.48010000000000036,1778.5509380081837,0.5558897650597513,0.821051134054142,0.9570156897813186
97,0.48510000000000036,1778.5012205189305,0.5576876366286132,0.8217755647316006,0.9571897012387661
98,0.49010000000000037,1778.451605326736,0.559471010402387,0.8224941536972826,0.9573623094911701
99,0.4951000000000004,1778.4020931509408,0.561240061039274,0.8232069713276042,0.9575335314432576
100,0.5001000000000003,1778.3526846598268,0.5629949604031679,0.8239140868730502,0.9577033837293016
101,0.5051000000000003,1778.3033804726492,0.5647358776193133,0.8246155684805992,0.9578718827185085
102,0.5101000000000003,1778.2541811615968,0.5664629791286406,0.8253114832156178,0.9580390445202762
103,0.5151000000000003,1778.205087253668,0.5681764287408111,0.8260018970832347,0.9582048849893289
104,0.5201000000000003,1778.1560992324762,0.5698763876860091,0.8266868750492088,0.9583694197307299
105,0.5251000000000003,1778.107217539985,0.5715630146655165,0.827366481060309,0.9585326641047761
106,0.5301000000000003,1778.0584425781733,0.5732364659011016,0.8280407780642138,0.9586946332317787
107,0.5351000000000004,1778.0097747106374,0.5748968951832544,0.8287098280289473,0.9588553419967317
108,0.5401000000000004,1777.96121426413,0.576544453918301,0.8293736919618634,0.9590148050538718
109,0.5451000000000004,1777.9127615300397,0.5781792911744268,0.8300324299281909,0.9591730368311328
110,0.5501000000000004,1777.8644167658138,0.5798015537266366,0.8306861010691486,0.9593300515344974
111,0.5551000000000004,1777.816180196325,0.581411386100682,0.831334763619646,0.9594858631522489
112,0.5601000000000004,1777.768052015187,0.5830089306159836,0.8319784749255783,0.9596404854591253
113,0.5651000000000004,1777.7200323860188,0.5845943274275722,0.8326172914607255,0.9597939320203787
114,0.5701000000000004,1777.67212144366,0.5861677145670783,0.8332512688432695,0.9599462161957427
115,0.5751000000000004,1777.624319295342,0.5877292279827939,0.8338804618519358,0.96009735114331
116,0.5801000000000004,1777.5766260218118,0.5892790015788288,0.8345049244417714,0.9602473498233216
117,0.5851000000000004,1777.5290416784144,0.5908171672533893,0.8351247097595685,0.9603962250018725
118,0.5901000000000004,1777.4815662961346,0.5923438549361989,0.8357398701589435,0.9605439892545332
119,0.5951000000000004,1777.4341998825987,0.5938591926250838,0.8363504572150771,0.9606906549698907
120,0.6001000000000004,1777.3869424230377,0.5953633064217466,0.8369565217391305,0.9608362343530109
121,0.6051000000000004,1777.3397938812166,0.596856320566748,0.8375581137923401,0.9609807394288244
122,0.6101000000000004,1777.2927542003254,0.5983383574737153,0.8381552826998016,0.9611241820454378
123,0.6151000000000004,1777.2458233038385,0.5998095377628013,0.8387480770639514,0.9612665738773716
124,0.6201000000000004,1777.1990010963439,0.6012699802934094,0.8393365447777535,0.9614079264287279
125,0.6251000000000004,1777.1522874643358,0.602719802196204,0.8399207330375974,0.9615482510362883
126,0.6301000000000004,1777.105682276983,0.6041591189044273,0.8405006883559163,0.9616875588725455
127,0.6351000000000004,1777.059185386867,0.6055880441845355,0.8410764565735327,0.961825860948668
128,0.6401000000000004,1777.0127966306904,0.6070066901661753,0.841648082871736,0.9619631681174017
129,0.6451000000000005,1776.9665158299613,0.6084151673715147,0.8422156117841015,0.9620994910759085
130,0.6501000000000005,1776.920342791653,0.609813584743947,0.8427790872080567,0.9622348403685451
131,0.6551000000000005,1776.8742773088359,0.6112020496761797,0.8433385524161983,0.9623692263895808
132,0.6601000000000005,1776.8283191612893,0.6125806680377279,0.8438940500673712,0.9625026593858592
133,0.6651000000000005,1776.7824681160885,0.6139495442018233,0.8444456222175112,0.9626351494594022
134,0.6701000000000005,1776.7367239281716,0.6153087810717557,0.8449933103302586,0.9627667065699599
135,0.6751000000000005,1776.6910863408832,0.6166584801066592,0.8455371552873483,0.9628973405375062
136,0.6801000000000005,1776.6455550865014,0.6179987413467591,0.8460771973987834,0.9630270610446822
137,0.6851000000000005,1776.600129886742,0.6193296634380882,0.8466134764127936,0.9631558776391889
138,0.6901000000000005,1776.5548104532459,0.6206513436566906,0.8471460315255885,0.9632837997361294
139,0.6951000000000005,1776.5095964880484,0.6219638779323231,0.8476749013909073,0.9634108366203031
140,0.7001000000000005,1776.4644876840307,0.6232673608716642,0.8482001241293705,0.9635369974484519
141,0.7051000000000005,1776.4194837253553,0.6245618857810461,0.84872173733764,0.9636622912514604
142,0.7101000000000005,1776.3745842878855,0.6258475446887201,0.8492397780973907,0.9637867269365112
143,0.7151000000000005,1776.329789039588,0.6271244283666646,0.8497542829840967,0.9639103132891953
144,0.7201000000000005,1776.2850976409231,0.6283926263519489,0.8502652880756412,0.9640330589755799
145,0.7251000000000005,1776.240509745219,0.6296522269676633,0.8507728289607486,0.9641549725442343
146,0.7301000000000005,1776.1960249990325,0.6309033173434229,0.8512769407472469,0.9642760624282143
147,0.7351000000000005,1776.1516430424956,0.632145983435459,0.8517776580701636,0.964396336947007
148,0.7401000000000005,1776.1073635096532,0.6333803100463058,0.8522750150996579,0.9645158043084356
149,0.7451000000000005,1776.0631860287822,0.6346063808440908,0.8527690455487928,0.9646344726105277
150,0.7501000000000005,1776.0191102227043,0.6358242783814413,0.8532597826811545,0.9647523498433437
151,0.7551000000000005,1775.975135709085,0.6370340841140124,0.8537472593183176,0.9648694438907712
152,0.7601000000000006,1775.9312621007211,0.6382358784186479,0.8542315078471625,0.9649857625322826
153,0.7651000000000006,1775.8874890058187,0.639429740611181,0.8547125602270478,0.9651013134446572
154,0.7701000000000006,1775.843816028261,0.6406157489638842,0.8551904479968424,0.9652161042036709
155,0.7751000000000006,1775.8002427678655,0.6417939807225758,0.8556652022818177,0.9653301422857518
156,0.7801000000000006,1775.7567688206314,0.6429645121233907,0.8561368538004052,0.9654434350696032
157,0.7851000000000006,1775.71339377898,0.6441274184092243,0.8566054328708227,0.9655559898377954
158,0.7901000000000006,1775.6701172319829,0.6452827738458543,0.8570709694175704,0.9656678137783261
159,0.7951000000000006,1775.626938765585,0.6464306517377518,0.8575334929778009,0.9657789139861499
160,0.8001000000000006,1775.5838579628173,0.6475711244435846,0.8579930327075673,0.9658892974646798
161,0.8051000000000006,1775.540874404002,0.648704263391422,0.8584496173879494,0.9659989711272587
162,0.8101000000000006,1775.4979876669504,0.649830139093648,0.858903275431062,0.9661079417986027
163,0.8151000000000006,1775.4551973271539,0.6509488211615873,0.8593540348859497,0.9662162162162162
164,0.8201000000000006,1775.4125029579666,0.6520603783198524,0.8598019234443667,0.9663238010317814
165,0.8251000000000006,1775.3699041307814,0.6531648784204179,0.860246968446448,0.9664307028125199
166,0.8301000000000006,1775.3274004152015,0.654262388456427,0.8606891968862731,0.966536928042529
167,0.8351000000000006,1775.2849913792018,0.6553529745757367,0.861128635417324,0.9666424831240932
168,0.8401000000000006,1775.242676589287,0.656436702094208,0.861565310357839,0.9667473743789698
169,0.8451000000000006,1775.2004556106442,0.6575136355087456,0.8619992476960692,0.9668516080496521
170,0.8501000000000006,1775.1583280072869,0.6585838385100933,0.8624304730954316,0.9669551903006062
171,0.8551000000000006,1775.1162933421947,0.6596473739953899,0.8628590118995703,0.9670581272194879
172,0.8601000000000006,1775.074351177451,0.6607043040804922,0.8632848891373208,0.9671604248183343
173,0.8651000000000006,1775.0325010743697,0.6617546901120676,0.8637081295275836,0.9672620890347347
174,0.8701000000000007,1774.9907425936203,0.6627985926794643,0.8641287574841059,0.9673631257329794
175,0.8751000000000007,1774.9490752953498,0.6638360716263616,0.8645467971201771,0.9674635407051874
176,0.8801000000000007,1774.907498739296,0.664867186062205,0.8649622722532361,0.9675633396724127
177,0.8851000000000007,1774.8660124848984,0.665891994373433,0.865375206409394,0.9676625282857317
178,0.8901000000000007,1774.8246160914066,0.6669105542344982,0.8657856228278764,0.9677611121273093
179,0.8951000000000007,1774.7833091179803,0.6679229226186859,0.8661935444653821,0.9678590967114461
180,0.9001000000000007,1774.7420911237887,0.6689291558087389,0.8665989940003636,0.9679564874856069
181,0.9051000000000007,1774.7009616681055,0.6699293094072867,0.8670019938372303,0.9680532898314301
182,0.9101000000000007,1774.659920310399,0.6709234383470877,0.8674025661104754,0.968149509065719
183,0.9151000000000007,1774.6189666104187,0.6719115969010873,0.8678007326887275,0.9682451504414149
184,0.9201000000000007,1774.5781001282805,0.6728938386922941,0.8681965151787319,0.968340219148554
185,0.9251000000000007,1774.537320424546,0.6738702167034806,0.8685899349292581,0.968434720315205
186,0.9301000000000007,1774.4966270602986,0.6748407832867092,0.8689810130349384,0.9685286590083924
187,0.9351000000000007,1774.45601959722,0.6758055901726902,0.8693697703400391,0.9686220402350009
188,0.9401000000000007,1774.4154975976583,0.6767646884799717,0.8697562274421633,0.9687148689426661
189,0.9451000000000007,1774.3750606246979,0.6777181287239693,0.8701404046958883,0.9688071500206478
190,0.9501000000000007,1774.334708242224,0.678665960825834,0.8705223222163403,0.9688988883006882
191,0.9551000000000007,1774.2944400149847,0.6796082341211661,0.8709019998827049,0.9689900885578558
192,0.9601000000000007,1774.254255508651,0.680544997368575,0.8712794573416759,0.9690807555113736
193,0.9651000000000007,1774.214154289875,0.68147629875809,0.8716547140108448,0.969170893825433
194,0.9701000000000007,1774.1741359263435,0.6824021859194235,0.8720277890820303,0.9692605081099936
195,0.9751000000000007,1774.1341999868303,0.6833227059300913,0.8723987015245493,0.9693496029215698
196,0.9801000000000007,1774.094346041248,0.6842379053233919,0.8727674700884342,0.9694381827640021
197,0.9851000000000008,1774.0545736606941,0.6851478300962482,0.8731341133075905,0.9695262520892167
198,0.9901000000000008,1774.014882417498,0.6860525257169129,0.873498649502902,0.9696138152979714
199,0.9951000000000008,1773.9752718852646,0.6869520371325426,0.8738610967852845,0.9697008767405879
